channel_handle,channel_name,video_id,title,view_count,like_count,comment_count,duration,duration_seconds,upload_date,upload_hour,day_of_week
@MyTechMyanmar,MyTech Myanmar,wsRdrPwoEZM,MYTECH News - Week 46,1634,24,0,3:26,206,2019-11-17,10:26,Sunday
@T4U2MM,T4U2,GQHa_wgMKqc,အမေ့ခံ ဖုန်းလေးတွေ အကြောင်း.....,1354,63,0,8:55,535,2019-11-15,14:31,Friday
@T4U2MM,T4U2,QHkH8xnnvWM,ကျွန်တော် ဖုန်းထဲမှာ ဘာ Appsတွေ  ထည့်သုံးလဲ ?,1074,67,1,11:30,690,2019-11-14,15:30,Thursday
@TBHLabsMyanmar,TBH Labs,y1zMh2mj7MM,Paw Chaung Kaung : Is Meizu 16T worthy one ??,11249,421,8,9:05,545,2019-11-13,04:49,Wednesday
@T4U2MM,T4U2,uZ6tFeIZRGk,Amazfit GTS Smart Watch,2962,51,0,8:18,498,2019-11-13,16:25,Wednesday
@T4U2MM,T4U2,xDdNgjedPCI,Mate 30Pro Review,3306,79,10,7:22,442,2019-11-10,08:41,Sunday
@MyTechMyanmar,MyTech Myanmar,K5Hgqbzu6LY,MYTECH Q & A   Part 26,2683,35,3,5:55,355,2019-11-09,23:49,Saturday
@MyTechMyanmar,MyTech Myanmar,LDIcTIDoUjk,MYTECH News   Week 45,2812,27,0,7:10,430,2019-11-09,15:36,Saturday
@T4U2MM,T4U2,VYpqBIiioQo,စျေးနှုန်း ၆ သိန်း နဲ့ ၈ သိန်းကြားမှာ အစွာဆုံး ၃ ကောင်အကြောင်း,407,23,0,3:19,199,2019-11-09,09:36,Saturday
@MyTechMyanmar,MyTech Myanmar,hGqKOUe36s4,SAMSUNG Galaxy A50s - First Impression,2892,72,0,7:45,465,2019-11-07,09:56,Thursday
@T4U2MM,T4U2,ZIBqOIKNBKY,Oneplus 7T Review,2428,70,2,9:05,545,2019-11-07,16:20,Thursday
@T4U2MM,T4U2,XoUUqDGjWy8,Huawei Band 4,1168,23,4,3:10,190,2019-11-07,13:33,Thursday
@TBHLabsMyanmar,TBH Labs,vJRM2EFgUk4,MSI Prestige with 10710U is a MONSTER!,7834,258,7,6:43,403,2019-11-06,05:53,Wednesday
@T4U2MM,T4U2,526DbVXIC6E,Mi CC9 Pro (သို့မဟုတ်) ၆သိန်းခွဲ ၀န်းကျင်မှာ ကင်မရာ အကောင်းဆုံးဖုန်း...📷,1813,51,2,4:41,281,2019-11-06,10:09,Wednesday
@T4U2MM,T4U2,Y8XPcj7hmC8,လူတွေရှုတ်ထွေးနေကြတဲ့ China နဲ့ Global ဆိုတာ...?,25171,825,23,4:47,287,2019-11-05,07:54,Tuesday
@MyTechMyanmar,MyTech Myanmar,kTu24mH9xgY,MYTECH Q & A Part 25,2811,41,1,3:58,238,2019-11-04,11:02,Monday
@T4U2MM,T4U2,0yD2ByDOt2A,ဖြစ်မှန်းမသိဖြစ်နေကြတဲ့ Nomophobia ဆိုတာ...?,195,15,1,14:10,850,2019-11-04,11:51,Monday
@T4U2MM,T4U2,ztSw6JBXJwM,Realme 5 vs Redmi Note 8,4555,126,3,9:09,549,2019-11-04,07:34,Monday
@MyTechMyanmar,MyTech Myanmar,HiqfsOlEKBM,SAMSUNG Galaxy A30s,3226,71,1,7:01,421,2019-11-02,14:27,Saturday
@MyTechMyanmar,MyTech Myanmar,32OrDHTdgLQ,"ASUS Zenbook 14"" UX434",3285,111,3,9:25,565,2019-11-02,09:48,Saturday
@MyTechMyanmar,MyTech Myanmar,WwVw69Q5jYQ,MYTECH Q & A - Part 24,992,16,3,3:52,232,2019-11-02,06:48,Saturday
@T4U2MM,T4U2,iyV7PgxtU9w,Realme 5Pro Tear down,131,9,0,20:21,1221,2019-11-01,08:24,Friday
@MyTechMyanmar,MyTech Myanmar,5oY8ANQljxw,Asus Zenbook Pro Duo UX581,1404,48,0,9:57,597,2019-10-31,08:07,Thursday
@MyTechMyanmar,MyTech Myanmar,cbuwsvjIQOk,MYTECH News - Week 44,1343,15,1,5:01,301,2019-10-31,06:59,Thursday
@T4U2MM,T4U2,hAakMFJm9Vo,Google Apps,405,19,0,7:20,440,2019-10-31,18:03,Thursday
@T4U2MM,T4U2,5UaR1hcOZOY,Mi CC9Pro news,224,11,0,3:40,220,2019-10-30,15:52,Wednesday
@T4U2MM,T4U2,Ta_ldoufyfA,K20 User experience,1022,40,2,6:58,418,2019-10-30,15:22,Wednesday
@MyTechMyanmar,MyTech Myanmar,FIJh0qBO_HA,MYTECH Q & A - Part 23,1757,18,0,3:37,217,2019-10-29,11:26,Tuesday
@T4U2MM,T4U2,Hx6MztC3Xac,OnePlus 7T First Impression,372,17,1,5:20,320,2019-10-29,14:47,Tuesday
@MyTechMyanmar,MyTech Myanmar,8uocesPVUCU,Samsung Galaxy A10s - First Impression,3856,62,2,6:19,379,2019-10-28,07:40,Monday
@T4U2MM,T4U2,LEk31u92uIw,mi qin Review,5276,108,5,3:52,232,2019-10-28,00:33,Monday
@MMTR,Myanmar Mobile Phones & Tech Review,fSM_B9ixIXs,Nokia 3.2 Full Review By MMPR,342,10,0,6:19,379,2019-10-27,09:19,Sunday
@MyTechMyanmar,MyTech Myanmar,ofUGgL0imrw,Realme 5 vs Vivo Y12,9455,123,2,6:04,364,2019-10-27,16:18,Sunday
@MyTechMyanmar,MyTech Myanmar,XAXs9cWg6Kk,MYTECH Q & A Session - Part 22,1415,27,0,5:19,319,2019-10-27,07:48,Sunday
@T4U2MM,T4U2,2BCPKLsYDUw,Oppo Reno Review,366,17,0,5:46,346,2019-10-27,05:13,Sunday
@T4U2MM,T4U2,FqMlq8lq35o,iPad 7th Generation Review,8324,198,6,5:56,356,2019-10-26,06:37,Saturday
@MyTechMyanmar,MyTech Myanmar,FtjVxIyfVcw,Redmi Note 8 - Top Features,52793,1190,26,5:16,316,2019-10-25,08:19,Friday
@T4U2MM,T4U2,sepHjw4w2bc,Mi 9Pro 5G Review,1042,33,2,5:22,322,2019-10-25,06:31,Friday
@MyTechMyanmar,MyTech Myanmar,8pHAQo2Y29o,MYTECH News - Week 43,879,26,2,3:17,197,2019-10-24,13:34,Thursday
@MMTR,Myanmar Mobile Phones & Tech Review,WACMNGEBPDM,iPhone 11 Pro Review,26215,616,6,12:07,727,2019-10-23,17:07,Wednesday
@MyTechMyanmar,MyTech Myanmar,UhHr-svfnrg,MYTECH Q & A Session - Part 21,1088,21,1,3:45,225,2019-10-23,08:42,Wednesday
@MyTechMyanmar,MyTech Myanmar,clcYa4_POLo,Samsung Galaxy Tab S6 - First Impression,3454,83,5,6:19,379,2019-10-23,05:20,Wednesday
@T4U2MM,T4U2,GN_jrVjjDck,LEAGUE OF LEGENDS က အောင်မြင်မှုတေွရနိုင်ဦးမလား?,113,4,0,4:57,297,2019-10-23,10:10,Wednesday
@T4U2MM,T4U2,CMwSwWR_Or0,Redmi 8 Review,5407,123,6,6:10,370,2019-10-23,05:15,Wednesday
@MyTechMyanmar,MyTech Myanmar,S4CjqlFNP-E,Realme 5 Pro vs Samsung Galaxy A30s,4286,92,1,8:45,525,2019-10-22,11:16,Tuesday
@T4U2MM,T4U2,Pq74kkUsGnU,Realme 5Pro Review,152,6,0,4:42,282,2019-10-22,14:48,Tuesday
@T4U2MM,T4U2,meq8KA7lQ_s,iPhone 11 Review,10225,231,1,3:27,207,2019-10-22,10:23,Tuesday
@MyTechMyanmar,MyTech Myanmar,A0MGGuEdMfc,MYTECH Q & A Session - Part 20,1986,25,0,5:22,322,2019-10-21,08:17,Monday
@T4U2MM,T4U2,tPOCsWWLC1g,Realme 5 Review,705,22,1,4:27,267,2019-10-20,12:44,Sunday
@MyTechMyanmar,MyTech Myanmar,N6YFL0tdY5E,MYTECH News - Week 42,2037,31,2,4:39,279,2019-10-19,07:54,Saturday
@TBHLabsMyanmar,TBH Labs,cAkSLtIeq78,What's inside TBH Labs?,17958,1095,18,8:32,512,2019-10-18,08:03,Friday
@MyTechMyanmar,MyTech Myanmar,qY1-64TQIzE,Realme 5 Pro   Full Review,7307,179,5,7:21,441,2019-10-17,15:17,Thursday
@T4U2MM,T4U2,hYyUpC7nyfQ,Nova 5T vs V17 Pro Comparison,2566,16,2,8:07,487,2019-10-17,06:52,Thursday
@T4U2MM,T4U2,NekpNCM9lok,Realme X2 Pro,206,18,0,6:20,380,2019-10-17,04:45,Thursday
@TBHLabsMyanmar,TBH Labs,W8JYb93ixeI,"One Plus 7T Pro, ရှုပ်ကုန်ပြီ",5111,194,5,4:27,267,2019-10-16,05:17,Wednesday
@MMTR,Myanmar Mobile Phones & Tech Review,7htrztS1hW0,OPPO RENO 2 & 2F First Impression,2568,79,0,7:50,470,2019-10-16,14:58,Wednesday
@MyTechMyanmar,MyTech Myanmar,UE3uW-yHYlA,Samsung Note 10 Plus Camera Review,28761,579,11,5:39,339,2019-10-16,14:22,Wednesday
@MyTechMyanmar,MyTech Myanmar,RzqTobmMwGQ,OPPO Reno 2 and Reno 2 F - First Impression,14114,315,6,5:37,337,2019-10-16,13:21,Wednesday
@T4U2MM,T4U2,vycW5dHvAao,PUBG Update,700,10,0,9:00,540,2019-10-16,17:45,Wednesday
@T4U2MM,T4U2,xV4xwiCP5iI,PUBG vs COD,3886,186,56,9:58,598,2019-10-15,14:31,Tuesday
@MyTechMyanmar,MyTech Myanmar,_97r7F7Nn7A,Huawei Mate 30 Pro - First Impression,4008,84,2,7:19,439,2019-10-13,06:44,Sunday
@MyTechMyanmar,MyTech Myanmar,2rdrYM-X8ys,MYTECH Q & A - Part 19,1988,28,2,4:05,245,2019-10-13,05:30,Sunday
@T4U2MM,T4U2,ooe67gLeUks,Apple Watch & 11 Pro,170,10,1,6:11,371,2019-10-13,04:22,Sunday
@T4U2MM,T4U2,M-E0KdLHyQk,SS A50s Review,1486,42,4,8:41,521,2019-10-12,06:27,Saturday
@MMTR,Myanmar Mobile Phones & Tech Review,hHo4Th1_pG0,iPhone 11 Pro Vs Pixel 4(Leak Info),1805,67,1,10:47,647,2019-10-11,18:22,Friday
@MyTechMyanmar,MyTech Myanmar,akaZkbWxGlM,MYTECH News - Week 41,1568,22,0,3:23,203,2019-10-11,11:26,Friday
@T4U2MM,T4U2,71Q0tzJ-gRs,SS Tab S6 Review,371,13,1,6:30,390,2019-10-11,03:31,Friday
@TBHLabsMyanmar,TBH Labs,uIydZn5mvKM,Tecno Spark 4 Vs Realme C2 Comparison,7642,251,9,8:12,492,2019-10-10,05:09,Thursday
@MyTechMyanmar,MyTech Myanmar,sfdlNTJ-4KQ,OPPO A9 2020 - Full Review,5570,141,5,5:49,349,2019-10-10,06:19,Thursday
@TBHLabsMyanmar,TBH Labs,sDf1Bt49Nnk,Huawei Mate 30 pro unboxing,96215,1382,38,5:41,341,2019-10-08,11:31,Tuesday
@TBHLabsMyanmar,TBH Labs,9fadPtiR5uM,OPPO A9 2020 Review,30674,899,23,9:14,554,2019-10-08,11:29,Tuesday
@MyTechMyanmar,MyTech Myanmar,RELy6m1y1XY,Realme 5Pro - First Impression,4017,78,1,9:32,572,2019-10-08,18:22,Tuesday
@MyTechMyanmar,MyTech Myanmar,pt5w3hhN6M0,Asus Zephyrus GA 502,600,13,0,6:09,369,2019-10-07,06:04,Monday
@T4U2MM,T4U2,fsVtAnhknp0,Thadingyut Should buy Phones,191,7,0,5:55,355,2019-10-07,09:01,Monday
@TBHLabsMyanmar,TBH Labs,XGURWQr26Do,Tecno Spark 4 : A deeper dive,18037,550,28,9:19,559,2019-10-06,04:56,Sunday
@MMTR,Myanmar Mobile Phones & Tech Review,Lmn8XrTSoLU,iPad Mini 5 Review,16062,408,14,7:17,437,2019-10-06,16:24,Sunday
@MyTechMyanmar,MyTech Myanmar,qdx9SixpIjI,Vivo V17 Pro - Full Review,10550,266,9,6:20,380,2019-10-06,20:06,Sunday
@MyTechMyanmar,MyTech Myanmar,_bLyDA63rMM,MYTECH Q & A Session Part 18,2359,18,0,5:19,319,2019-10-06,06:58,Sunday
@T4U2MM,T4U2,5KMVhnDcEw4,iPhone 11 Pro Max Review,16674,416,3,17:35,1055,2019-10-06,08:58,Sunday
@MyTechMyanmar,MyTech Myanmar,IaPv6i7C1k8,TECNO SPARK 4 ရဲ႕ Unboxing နဲ႔ First Impression ဗီဒီယို,6421,165,8,11:52,712,2019-10-05,16:06,Saturday
@MyTechMyanmar,MyTech Myanmar,sSOpNpEEulw,Redmi Note 8 Pro ရဲ႕ Full Reviews ဗီဒီယို,107714,2417,75,7:16,436,2019-10-05,08:38,Saturday
@MyTechMyanmar,MyTech Myanmar,y_TKibHIGFw,Huawei Nova 5T နဲ႔ ခ်င္းမိုင္ခရီးစဥ္,2157,72,1,6:35,395,2019-10-05,06:52,Saturday
@MMTR,Myanmar Mobile Phones & Tech Review,2B6NCR8OTxI,Nokia 2.2 First Impression,572,11,1,5:03,303,2019-10-04,17:01,Friday
@T4U2MM,T4U2,-XemiyHcgs4,Mi Mix Alpha announced,99,6,1,5:58,358,2019-10-04,07:20,Friday
@MyTechMyanmar,MyTech Myanmar,iSxyjW0ErTo,MYTECH News - Week 40,1765,19,1,2:48,168,2019-10-03,11:43,Thursday
@MMTR,Myanmar Mobile Phones & Tech Review,awiRMUvs5HM,Nokia 2.1 Review,2133,60,4,6:20,380,2019-10-02,16:24,Wednesday
@MMTR,Myanmar Mobile Phones & Tech Review,TReKC03y2Ts,One Plus 7T Recap,71,5,0,5:21,321,2019-10-02,16:11,Wednesday
@MMTR,Myanmar Mobile Phones & Tech Review,tmP-hyqwQH8,3.5 mm headphone jack and radio App Explain,209,12,0,5:08,308,2019-10-02,16:01,Wednesday
@TBHLabsMyanmar,TBH Labs,iTZ0gujDO3k,Vsmart star: First impressions,6925,248,20,8:50,530,2019-09-30,04:28,Monday
@MyTechMyanmar,MyTech Myanmar,JlzY-jN4coM,iPhone 11 Pro,17838,364,6,8:12,492,2019-09-30,13:16,Monday
@T4U2MM,T4U2,-ddZLPsUWAQ,note 7pro vs note 8,2017,70,1,5:35,335,2019-09-30,09:39,Monday
@MMTR,Myanmar Mobile Phones & Tech Review,DUgcbWGsrkY,Huawei Mate 30 Sereis Recap,91,3,0,5:45,345,2019-09-29,16:02,Sunday
@MyTechMyanmar,MyTech Myanmar,SDIWA9vYVpw,MYTECH Q & A Session - Part 17,1933,26,1,5:58,358,2019-09-29,07:21,Sunday
@MyTechMyanmar,MyTech Myanmar,yaAPd06nlEE,MYTECH NEWS - Week 39,1667,16,0,6:26,386,2019-09-29,06:39,Sunday
@MyTechMyanmar,MyTech Myanmar,yZ_WnPsYjAM,Vivo V17 Pro - First Impression,6812,132,4,7:19,439,2019-09-28,09:10,Saturday
@T4U2MM,T4U2,C-XbqjlSWxo,Note 8 Review,445,20,0,4:36,276,2019-09-27,10:55,Friday
@TBHLabsMyanmar,TBH Labs,ARoOwnsBmRQ,Which one will be the best in these three 2 Lakhs phones?,4856,208,7,9:39,579,2019-09-26,05:06,Thursday
@T4U2MM,T4U2,AULXGjD4JtQ,Nova 5T   HD 1080p,324,16,0,20:01,1201,2019-09-25,09:17,Wednesday
@T4U2MM,T4U2,uzfuy-FCvsY,Vivo V17Pro,1394,48,0,6:45,405,2019-09-25,08:21,Wednesday
@T4U2MM,T4U2,4jJ3TpsxnUg,iPhone 11Pro & 11Pro Max first impression,5988,151,2,5:26,326,2019-09-24,08:31,Tuesday
@T4U2MM,T4U2,oEPdAOqzd_0,iPhone 11 unboxing,3491,84,4,5:23,323,2019-09-24,07:37,Tuesday
@MMTR,Myanmar Mobile Phones & Tech Review,KLwwYCUvAAY,iPhone 11 Pro Max First Impression,8959,253,4,6:07,367,2019-09-21,16:07,Saturday
@MyTechMyanmar,MyTech Myanmar,Q-3uLgnT5G4,MYTECH Q & A - Part 16,3050,30,1,4:41,281,2019-09-21,05:09,Saturday
@T4U2MM,T4U2,jRwlGzDf1lY,Mate 30 launched,100,8,1,7:18,438,2019-09-21,11:49,Saturday
@T4U2MM,T4U2,4KxK1JDB6MM,Oppo A9 2020,346,18,2,6:43,403,2019-09-21,10:40,Saturday
@MMTR,Myanmar Mobile Phones & Tech Review,s-LRHVFn0B0,Nokia 3.2 First Impression,110,6,0,4:50,290,2019-09-20,12:08,Friday
@MyTechMyanmar,MyTech Myanmar,itNNZEmrngU,MYTECH News - Week 38,2997,14,2,4:42,282,2019-09-20,03:52,Friday
@MyTechMyanmar,MyTech Myanmar,xo5Pco2dLDQ,OPPO A5 2020 - First Impression,18083,355,5,6:48,408,2019-09-19,10:39,Thursday
@T4U2MM,T4U2,cCrFEqs9TnA,Change Unicode,18758,429,23,5:32,332,2019-09-19,09:46,Thursday
@MMTR,Myanmar Mobile Phones & Tech Review,HLCh0SAHRvQ,ASUS FX505DD Review By MMPR,333,12,1,11:34,694,2019-09-18,16:25,Wednesday
@MyTechMyanmar,MyTech Myanmar,qoJVnxHuhPk,SAMSUNG 4K UHD TV,6019,49,2,3:51,231,2019-09-18,07:59,Wednesday
@T4U2MM,T4U2,byqwE-D4lXY,OnePlus 7 vs mi 9T Pro,1340,41,2,8:07,487,2019-09-18,11:17,Wednesday
@zestvlog,ZEST,9tk5Eq2SWDU,Myanmar Unicode အတြက္ Zawgyi လုိရုိက္ႏုိင္မယ့္ Frozen Keyboard,8471,62,3,3:18,198,2019-09-17,09:29,Tuesday
@T4U2MM,T4U2,93IT-n69zwY,Note 8Pro Review,1328,58,2,6:31,391,2019-09-17,07:09,Tuesday
@T4U2MM,T4U2,Pjo4tGnSbaY,Nova 5T Review,330,17,1,8:23,503,2019-09-16,08:30,Monday
@MMTR,Myanmar Mobile Phones & Tech Review,lpiMoqTYv5s,Galaxy Note 10 Review,16010,295,3,7:18,438,2019-09-15,10:56,Sunday
@MyTechMyanmar,MyTech Myanmar,m9Lw9g3My5E,Redmi Note 8 Pro - First Impression,26235,597,17,7:40,460,2019-09-15,11:17,Sunday
@MyTechMyanmar,MyTech Myanmar,uxUup-sahQE,MYTECH Q & A Session Part 15,2649,17,1,3:52,232,2019-09-14,05:15,Saturday
@TBHLabsMyanmar,TBH Labs,0IcH6rkXO_Y,Huawei Y9 Prime 2019 Full Review,20030,608,27,13:18,798,2019-09-13,08:13,Friday
@MyTechMyanmar,MyTech Myanmar,sQNFRwlSU-A,MYTECH News - Week 37,2675,15,0,5:36,336,2019-09-13,07:35,Friday
@T4U2MM,T4U2,gkKKihl4sjo,Rog 2 Review,1922,55,4,7:37,457,2019-09-13,07:17,Friday
@MyTechMyanmar,MyTech Myanmar,XXNL25FvssM,Huawei Nova 5T - First Impression,8665,139,9,7:29,449,2019-09-12,04:30,Thursday
@T4U2MM,T4U2,Ix7Hx9XJgX8,Note 8Pro First Impression,274,12,4,3:47,227,2019-09-12,04:16,Thursday
@MMTR,Myanmar Mobile Phones & Tech Review,qNBIiVyrDB8,iPhone XS ကိုင်ထားရင် iPhone 11 Pro ပြောင်းသင့်လား?,8964,266,3,5:18,318,2019-09-11,18:00,Wednesday
@MyTechMyanmar,MyTech Myanmar,Ag4NlDaQcyY,OPPO A9 2020 - First Impression,8301,181,4,7:58,478,2019-09-11,02:38,Wednesday
@MMTR,Myanmar Mobile Phones & Tech Review,TlhJ7zXeHe8,OPPO A9 2020 First Impression,549,23,2,4:30,270,2019-09-09,16:41,Monday
@T4U2MM,T4U2,FFTwLmtlT5w,Note 10+ Review,447,22,6,14:47,887,2019-09-09,11:51,Monday
@T4U2MM,T4U2,NYmnmQmtbJA,Nova 5T First Impression,773,29,0,3:37,217,2019-09-09,07:46,Monday
@MyTechMyanmar,MyTech Myanmar,3-TnGgZ5BYI,Xiaomi Mi Pad 4,12210,234,9,4:19,259,2019-09-08,04:56,Sunday
@MyTechMyanmar,MyTech Myanmar,o8mIjjSpgUQ,MYTECH MYANMAR - Q & A Session - Part 14,2860,18,1,4:29,269,2019-09-06,08:21,Friday
@MyTechMyanmar,MyTech Myanmar,PBRd79pw2bk,MYTECH News - Week 36,2460,15,2,4:49,289,2019-09-06,07:34,Friday
@TBHLabsMyanmar,TBH Labs,aRY3blL14N4,Samsung Galaxy Note 10 Plus Full Review,75888,1486,23,1:39,99,2019-09-05,08:56,Thursday
@TBHLabsMyanmar,TBH Labs,RsP9oGkeBJY,Viber Vs WhatsApp,11349,363,15,5:04,304,2019-09-05,08:56,Thursday
@TBHLabsMyanmar,TBH Labs,xuUKJeE0VeY,သတင္းေပါက္တာေတြအားလံုးကို ယံုလို႔ရမလား...?,3690,224,12,8:21,501,2019-09-04,06:43,Wednesday
@MyTechMyanmar,MyTech Myanmar,_uRqFwm_PII,Xiaomi Mi CC9e Full Review,22896,375,6,7:23,443,2019-09-03,07:13,Tuesday
@MyTechMyanmar,MyTech Myanmar,xC3dkC60SRM,Xiaomi Mi CC9e vs  Samsung Galaxy A30,6070,89,1,7:45,465,2019-09-02,09:42,Monday
@MyTechMyanmar,MyTech Myanmar,KuhQ1SCOiXg,MYTECH Q & A Part XIII,2446,24,1,5:06,306,2019-09-01,15:27,Sunday
@MyTechMyanmar,MyTech Myanmar,D_SwKxQmSbk,MYTECH News - Week 35,1949,21,3,7:49,469,2019-08-31,05:42,Saturday
@MyTechMyanmar,MyTech Myanmar,ufpzx9TBD7Y,Huawei Mediapad M5 Lite,4259,59,1,8:17,497,2019-08-26,11:16,Monday
@MyTechMyanmar,MyTech Myanmar,CLvYNDf2Gc0,Xiaomi Mi CC9e - First Impression,9065,86,1,5:34,334,2019-08-25,08:04,Sunday
@MyTechMyanmar,MyTech Myanmar,HFqsxQnuEK0,MYTECH Q & A - Part 13,3202,28,0,3:38,218,2019-08-25,04:52,Sunday
@MyTechMyanmar,MyTech Myanmar,SWdwPx3n6UQ,Dota Underlords,1845,21,1,5:54,354,2019-08-24,04:51,Saturday
@MyTechMyanmar,MyTech Myanmar,spsp4l1K3lI,MYTECH - Tech News - Week 34,2789,25,1,6:24,384,2019-08-24,03:53,Saturday
@T4U2MM,T4U2,0d3d5E2H4d8,Realme X Tear Down,233,19,5,25:09,1509,2019-08-21,10:41,Wednesday
@T4U2MM,T4U2,wUR5tNvK4Io,Honor 20lite Review,802,26,11,5:50,350,2019-08-21,10:22,Wednesday
@MyTechMyanmar,MyTech Myanmar,3XvLHHQzAOs,MYTECH - Q & A Session - Part 11,3038,34,3,4:06,246,2019-08-18,03:50,Sunday
@MyTechMyanmar,MyTech Myanmar,iTBTO_iQ-do,MYTECH News - Week 33,2939,19,1,4:26,266,2019-08-18,03:46,Sunday
@technity17,Technity,S2Wwr1O0ZNU,singtech h2 pro full review,793,16,0,6:41,401,2019-08-18,03:27,Sunday
@technity17,Technity,C9bQHEjbFq8,Why we should not choose Oneplus 7 pro,67,3,0,5:00,300,2019-08-16,09:05,Friday
@T4U2MM,T4U2,x_BZyIR8EeI,Realme X vs K20,446,15,0,6:16,376,2019-08-16,05:49,Friday
@technity17,Technity,g_TiPFCOanY,why we should not choose Note 10???,111,3,0,3:51,231,2019-08-13,18:04,Tuesday
@technity17,Technity,q4ltjJE67uo,midrang phone around 4 lakhs in xiaomi,60,3,0,7:02,422,2019-08-13,14:47,Tuesday
@T4U2MM,T4U2,sI0QHikVvLQ,One plus 7pro vs iPhone X PJ,280,20,2,7:55,475,2019-08-12,05:13,Monday
@MyTechMyanmar,MyTech Myanmar,B-gsYYPImkk,MyTech Q & A Session - Part 10,2625,24,1,6:16,376,2019-08-11,09:55,Sunday
@T4U2MM,T4U2,RSs1Rcl07rE,Realme X Review,679,26,1,3:47,227,2019-08-10,09:52,Saturday
@MyTechMyanmar,MyTech Myanmar,8w9LrNfjdR0,MyTech Myanmar News - Week 32,2670,26,1,4:55,295,2019-08-09,08:29,Friday
@MyTechMyanmar,MyTech Myanmar,4pqf-PhTNW0,Samsung Galaxy Note 10 vs Note 10 Plus,35682,685,8,6:26,386,2019-08-08,05:28,Thursday
@T4U2MM,T4U2,UG-oXaFDiFM,Apple Arcade Vs Play Pass,158,6,0,3:36,216,2019-08-08,09:34,Thursday
@MMTR,Myanmar Mobile Phones & Tech Review,mQAWL0pWr5s,Samsung Galaxy Note 10 Series Hands On First Impression,5452,117,0,6:48,408,2019-08-07,21:51,Wednesday
@T4U2MM,T4U2,1cSBLOmnrmI,Realme X First Impression,147,9,0,3:47,227,2019-08-07,07:36,Wednesday
@MyTechMyanmar,MyTech Myanmar,CD1KVMMCBeo,ASUS X509,3588,38,1,8:17,497,2019-08-04,10:17,Sunday
@MyTechMyanmar,MyTech Myanmar,DCNGhxsQ8D4,MyTech Q & A Session - Part 9,2346,26,3,7:27,447,2019-08-04,07:43,Sunday
@MyTechMyanmar,MyTech Myanmar,4WDz77jeXd8,ASUS VivoBook X412,2355,57,0,6:13,373,2019-08-03,09:37,Saturday
@MyTechMyanmar,MyTech Myanmar,03DgOOmLHhY,Vivo S1 - Full Review,17991,287,8,7:19,439,2019-08-03,07:35,Saturday
@T4U2MM,T4U2,ZfuoCI9gvh0,DEad by Daylight Review,108,6,1,20:39,1239,2019-08-03,10:56,Saturday
@T4U2MM,T4U2,eGqFDThKP7U,G90&G90T,106,7,0,4:19,259,2019-08-03,10:36,Saturday
@MyTechMyanmar,MyTech Myanmar,jS8SFbwn-jE,MyTech Myanmar News - Week 31,1649,21,1,3:29,209,2019-08-02,12:36,Friday
@technity17,Technity,9YNYUb2CZGo,Speed test Vivo S1 vs MiCC9,1747,28,2,4:10,250,2019-08-02,11:43,Friday
@technity17,Technity,H2Laoat_OLM,oneplus 7 pro top features,105,6,0,4:14,254,2019-08-02,09:05,Friday
@technity17,Technity,A5WVhfGtU3U,Galaxy Fit,37,0,0,2:41,161,2019-08-02,06:51,Friday
@T4U2MM,T4U2,xL9woGtwe8E,5G Handsets,222,9,1,3:17,197,2019-08-02,06:55,Friday
@T4U2MM,T4U2,vbD0WCD-It0,Black Shark 2Pro Ruma,54,3,2,2:45,165,2019-08-01,09:20,Thursday
@MMTR,Myanmar Mobile Phones & Tech Review,3e4QadPfOto,Singtech H2 Pro Firstimpression By MMPR,731,19,0,5:05,305,2019-07-31,14:07,Wednesday
@technity17,Technity,Sm38-U1azpo,Y9 PRIME VS A30,69,3,0,8:16,496,2019-07-31,06:45,Wednesday
@T4U2MM,T4U2,E5XdVrVS1ko,Vivo S1 Review,4213,109,4,5:05,305,2019-07-31,09:37,Wednesday
@T4U2MM,T4U2,-zChxJ-NxK4,Y 9Prime,159,15,1,18:56,1136,2019-07-31,09:29,Wednesday
@T4U2MM,T4U2,57FKpsLZHjg,Poco VS K20,226,11,0,5:01,301,2019-07-31,05:41,Wednesday
@MMTR,Myanmar Mobile Phones & Tech Review,ufr4ZnKrFL0,Realme C2 Full Review By MMPR,431,11,0,5:10,310,2019-07-30,08:32,Tuesday
@MyTechMyanmar,MyTech Myanmar,iJL1J2vXtOc,MiCC9 vs Redmi K20,14527,257,6,7:08,428,2019-07-29,07:29,Monday
@MyTechMyanmar,MyTech Myanmar,jnazBGccM6w,Xiaomi Redmi K20 - Top Features,21122,358,4,5:26,326,2019-07-29,07:10,Monday
@technity17,Technity,ndekfDT8UQc,Vivo S1 full review,68,6,0,5:57,357,2019-07-29,16:28,Monday
@MyTechMyanmar,MyTech Myanmar,FIpe0Qm3aTI,MyTech Q & A Session - Part VIII,4986,22,1,4:25,265,2019-07-28,07:06,Sunday
@MyTechMyanmar,MyTech Myanmar,DCQDRmRvYps,Race the Sun Game - Review,2486,6,0,4:46,286,2019-07-27,08:08,Saturday
@MyTechMyanmar,MyTech Myanmar,Ubpjlv-ID7o,MyTech Myanmar News - Week 30,1083,6,3,5:24,324,2019-07-26,07:23,Friday
@MyTechMyanmar,MyTech Myanmar,RSM_3cRhzNE,Xiaomi Mi CC9 - Full Review,20572,281,4,6:03,363,2019-07-26,07:05,Friday
